UBL,NAME,BASIS,AP,GP,KP,PP,07.08.06_06:00
1,TheBunman,koroshiya,2816,2816,0.00,0
3,deepdarkdusk,KsudKradPeed,34962,37054,209.20,25007
4,Hazelord,Ogdenville,138897,164475,2557.78,19389
5,Luke likes lemon,Isengart,15167,17934,276.69,13276
6,Mampf,Suppenkueche,33487,33487,0.00,52672
7,Cartman,Cartman`s Home,36663,85276,4861.30,21030
8,Bambam,Knüppelkiste,42923,44627,170.40,16642
9,FhearFux,home of the wise guys,106910,186661,7975.17,25855
10, Kenny,Kenny`s Home,33671,47856,1418.45,28458
13,duress,duress,19874,45042,2516.80,10207
17,MrCari,Gratkorn,147457,153214,575.70,13345
18,Cailleach,Tehuan,92835,92848,1.30,18376
19,Stan,Stan`s Base,31874,80831,4895.70,33108
20,Capere,Capere,15183,34130,1894.75,315
25,Save-Basis,Alpha,0,0,0.00,0
27,hanzdooom,Swamp,38000,71109,3310.88,2523
30,molocho,schnapsladen,38341,44568,622.75,18637
32,araneae,Barad Dur,33128,33128,0.00,6855
37,asdf,beat,23421,43947,2052.55,5552
61,div0sidekick,sidekick,36359,38940,258.10,17335
62,Bart,Camp Krusty,135225,224841,8961.66,37875
67,DonCarlos,uwe_headquarter,32574,33249,67.50,48965
86,test,cool,17795,53653,3585.85,10205
96,g0a,bash,58246,121624,6337.81,41809
97,camper,camper´s haus,19581,23060,347.90,17617
157,NoWayKnight,Tank-Shop (MH 1),75333,79070,373.70,49045
178,wkwen,GSG9-Base,24454,32009,755.55,7748
187,Save-Basis,Beta,0,0,0.00,0
225,peppe02,S05,9286,9286,0.00,0
232,sleker,schlachtfeld,1475,1475,0.00,60
234,Wisler,Wislers Basis,22929,22929,0.00,1670
237,Snark,Propezia,47278,47278,0.00,16901
244,AntiEngelskrieger,Reich der Onkelz,23732,31459,772.74,12021
250,Tivoyagefreak,Residenthall,42280,42280,0.00,70503
275,peppe,sun,9648,9648,0.00,2855
284,Elrad,MyBase,14139,20562,642.30,-1300
289,schweineschwabe,burladingen,23309,34419,1111.00,145
300,fermin,fermin,5954,5954,0.00,2341
318,Qeravi,HochburgDerVerklatschten,20188,19142,-104.60,2295
330,ARMYofDC,ARMYofDC,24400,24534,13.40,0
333,DrJoker,Alcatraz (MH 3),51521,71352,1983.15,25155
345,Commander,Outland_Germany,19871,23106,323.50,10466
347,Curtain,CURTAIN,18651,27787,913.65,0
350,gaja,Gajazentrale,29601,29601,0.00,20782
351,Basti,Heimatbasis,22945,60279,3733.35,6191
352,Zinken,Home,23429,31354,792.50,0
365,Tammo,Fortuna,15042,16196,115.45,1473
387,BaggerBob89,Reich der Onkelz,15358,15358,0.00,-4522
434,Save-Basis,Gamma,0,0,0.00,0
454,kacknoob,noob_basis,19492,20201,70.90,1006
465,Elvis,Nubeatz,37703,40173,247.00,47810
487,Sualc,Ostfriesland,14395,14395,0.00,0
490,General Hammer,Wursthausen,106659,148684,4202.48,127071
491,Silenius,freak time,68126,139688,7156.18,23743
493,Murx,Surf,105332,214562,10923.04,16911
502,MasterKe,ChroKaSa,10092,10092,0.00,0
503,LOD,Altach,8174,8174,0.00,1925
506,Kleinhirn,Basis,23905,24010,10.50,8340
510,FINSTERNIS,ASGARD,52295,104751,5245.60,25901
511,Tigger,Venlo,27112,33796,668.40,11177
514,devel22,Alfa Zentauri,35407,35407,0.00,18875
516,TheKiller,easter basin,2848,2848,0.00,100
520,george23w,Washington DC,105712,140453,3474.05,15300
532,Save-Basis,Delta,0,0,0.00,0
536,Herr Fungus,FUNKY fungibase,8966,274390,26542.35,360
539,Lord,Castle Wolfenstein,142474,169072,2659.78,0
543,Azrael,Hellsgate,18208,44568,2636.00,22114
567,ReaperIII,Stratholm,2820,2820,0.00,0
589,Mr Shankly,Klitsche (MH 2),146791,170083,2329.19,45000
591,Nuklear,deathstar,15955,15955,0.00,0
600,kingmibo,Heavens gate,15485,25800,1031.52,8120
615,Cabal,NOD,75264,104992,2972.75,4648
620,Oswald Ork,Rokkitz,2497,2594,9.70,970
630,Dragonheart,Curtain\`s Home,34961,39910,494.90,5170
640,Anarcho,Rathausplatz,8221,8221,0.00,55
649,schultz,bier,17186,17186,0.00,8462
658,Edelborngangster,Edelborn,15781,15781,0.00,327
669,noob,twister,13852,13852,0.00,0
670,freak,   ,12626,12672,4.60,0
673,Pusher,Pusher´s_Place,30329,100558,7022.97,8365
702,Hunter,Shelter,4767,4767,0.00,0
706,Nemesis,Schwarmcluster,329629,389397,5976.80,0
734,yeay,yeaybase,2210,2210,0.00,849
736,alki,alkibase,1479,1479,0.00,355
752,tkul,Stalingrad,15249,57223,4197.37,7326
758,Shockwave,Alpha Gelschti,16895,162317,14542.16,26558
761,Brian,Krypteria,12770,13904,113.35,0
766,Save-Basis,Epsilon,0,0,0.00,0
767,Ill Nino,third base,46534,100315,5378.11,28004
768,macher2006,bigi1,19650,36764,1711.40,5516
770,Seahawk,Unkelbach,4661,4661,0.00,0
775,koelle779,Colonia,12581,12581,0.00,0
776,Maaski,Sku,12573,14150,157.70,1220
779,Schuppenkarpf,Seebucht,5637,5637,0.00,490
784,landser,german force,5407,5407,0.00,5405
786,DarkAngel3,DarkAngel3,21607,21607,0.00,0
787,Baldur,Tsunami,34511,38555,404.45,650
790,Tropper11,Dropiland,20286,20286,0.00,23915
793,DeadByNow,N.E.R.V.,26562,26562,0.00,4433
794,GGK,Geierhorst,188621,268661,8003.97,62659
800,Candy Man,Süßwarenladen,2201,13133,1093.18,240
802,Adi,Moskva,20766,26023,525.70,2801
810,django,Lippe - DETMOLD,26028,29096,306.80,7999
816,Sick4hate,Das Bundy Haus,21296,28478,718.25,2811
831,Loki,Fort Nox,9989,10070,8.10,0
832,Lurch,Sumpf,2591,4086,149.45,500
842,rAv3n,B@sHb@s3,126716,492706,36598.98,7242
853,Shogun,authority,19322,19397,7.50,0
872,Domse,Domse,8001,8001,0.00,0
875,SOLERO,Pussin,8994,8994,0.00,575
888,reddog,Arbeitsamt,12180,12180,0.00,2117
893,Chatfreakxy,Robela,15676,15676,0.00,3405
894,Lord Fragga,Spinnes Weltherrschaft,11186,15090,390.40,5965
909,Schlange,Schlangen Nest,9284,9284,0.00,0
916,GunnarySgt,Fort Knox,4624,4624,0.00,0
919,Black Eagle,Wald,25461,25461,0.00,12743
921,Dragonheart4Ever,Camp Alabama,17242,17267,2.50,4590
924,Manstein,Harburg,15162,13866,-129.60,0
